sensor_id,road_id,timestamp,traffic_density_pct,vehicle_count,average_speed_kmph,occupancy_pct,air_quality_aqi,noise_level_db
IOT0023,R0023,2026-07-29T06:00:00,28.5,392,21.7,28.3,129,71.3
IOT0024,R0024,2026-07-29T06:00:00,20.8,301,41.0,19.5,82,62.4
IOT0025,R0025,2026-07-29T06:00:00,29.1,391,48.3,30.2,111,67.1
IOT0026,R0026,2026-07-29T06:00:00,28.7,433,29.0,31.2,124,58.5
IOT0027,R0027,2026-07-29T06:00:00,23.3,419,23.6,25.0,115,61.5
IOT0028,R0028,2026-07-29T06:00:00,25.6,408,22.3,25.1,94,65.8
IOT0029,R0029,2026-07-29T06:00:00,22.2,731,39.2,20.2,124,63.7
IOT0030,R0030,2026-07-29T06:00:00,27.9,481,31.8,26.4,118,63.2
IOT0031,R0031,2026-07-29T06:00:00,22.1,569,40.8,20.8,100,60.6
IOT0032,R0032,2026-07-29T06:00:00,24.1,971,39.2,22.9,110,62.1
IOT0033,R0033,2026-07-29T06:00:00,23.2,326,25.7,24.8,111,63.6
IOT0034,R0034,2026-07-29T06:00:00,23.9,303,74.0,24.3,93,61.6
IOT0035,R0035,2026-07-29T06:00:00,24.3,379,33.9,26.2,124,65.3
IOT0036,R0036,2026-07-29T06:00:00,27.6,663,21.7,29.7,116,64.5
IOT0037,R0037,2026-07-29T06:00:00,24.2,746,41.4,23.4,116,63.4
IOT0038,R0038,2026-07-29T06:00:00,26.4,322,29.6,25.5,113,63.9
IOT0039,R0039,2026-07-29T06:00:00,29.2,406,80.5,28.4,116,65.0
IOT0040,R0040,2026-07-29T06:00:00,26.4,1273,24.4,28.4,111,62.1
IOT0041,R0041,2026-07-29T06:00:00,23.7,357,31.0,24.1,90,61.9
IOT0042,R0042,2026-07-29T06:00:00,23.9,399,75.3,24.1,109,61.4
IOT0043,R0043,2026-07-29T06:00:00,28.1,827,30.0,28.1,132,61.5
IOT0044,R0044,2026-07-29T06:00:00,22.5,398,23.2,21.7,109,60.5
IOT0045,R0045,2026-07-29T06:00:00,26.5,347,23.6,27.9,124,63.1
IOT0046,R0046,2026-07-29T06:00:00,24.0,523,66.8,21.9,160,59.8
IOT0047,R0047,2026-07-29T06:00:00,24.9,762,33.0,25.3,138,64.5
IOT0048,R0048,2026-07-29T06:00:00,21.6,258,25.8,21.0,126,58.9
IOT0049,R0049,2026-07-29T06:00:00,26.9,1216,43.0,26.3,107,73.3
IOT0050,R0050,2026-07-29T06:00:00,23.6,607,22.3,21.3,124,64.3
IOT0001,R0001,2026-07-29T07:00:00,52.4,922,23.1,54.5,123,75.6
IOT0002,R0002,2026-07-29T07:00:00,50.6,854,19.0,54.0,119,76.2
IOT0003,R0003,2026-07-29T07:00:00,44.9,2111,21.6,46.3,107,69.7
IOT0004,R0004,2026-07-29T07:00:00,50.8,1189,32.3,49.1,126,79.3
IOT0005,R0005,2026-07-29T07:00:00,63.7,904,24.2,65.1,141,82.3
IOT0006,R0006,2026-07-29T07:00:00,55.5,925,15.1,56.3,133,74.1
IOT0007,R0007,2026-07-29T07:00:00,55.3,900,22.7,58.0,152,76.0
IOT0008,R0008,2026-07-29T07:00:00,62.8,651,25.0,57.3,134,72.4
IOT0009,R0009,2026-07-29T07:00:00,59.7,1575,26.2,54.3,97,77.2
IOT0010,R0010,2026-07-29T07:00:00,59.3,639,13.7,65.1,116,70.9
IOT0011,R0011,2026-07-29T07:00:00,45.8,1917,25.8,50.3,117,66.7
IOT0012,R0012,2026-07-29T07:00:00,49.2,753,32.1,51.1,118,73.8
IOT0013,R0013,2026-07-29T07:00:00,53.1,609,28.7,56.4,121,70.7
IOT0014,R0014,2026-07-29T07:00:00,53.5,1377,19.5,56.1,153,73.9
IOT0015,R0015,2026-07-29T07:00:00,62.6,724,21.7,62.1,144,75.8
IOT0016,R0016,2026-07-29T07:00:00,60.7,1108,25.9,59.7,140,75.3
IOT0017,R0017,2026-07-29T07:00:00,61.4,881,12.8,59.9,139,81.3
IOT0018,R0018,2026-07-29T07:00:00,63.3,3396,21.7,61.9,142,81.0
IOT0019,R0019,2026-07-29T07:00:00,60.6,1001,46.6,65.7,154,72.1
IOT0020,R0020,2026-07-29T07:00:00,45.8,970,15.9,48.2,117,67.6
IOT0021,R0021,2026-07-29T07:00:00,53.6,803,20.2,54.9,127,78.6
IOT0022,R0022,2026-07-29T07:00:00,57.2,721,44.2,60.2,138,76.5
IOT0023,R0023,2026-07-29T07:00:00,55.5,764,13.6,54.0,121,74.3
IOT0024,R0024,2026-07-29T07:00:00,59.5,862,22.4,61.7,130,75.6
IOT0025,R0025,2026-07-29T07:00:00,63.7,855,26.2,69.6,145,72.4
IOT0026,R0026,2026-07-29T07:00:00,53.1,802,19.5,48.6,115,71.3
IOT0027,R0027,2026-07-29T07:00:00,55.1,991,14.8,52.3,102,75.4
IOT0028,R0028,2026-07-29T07:00:00,53.5,852,13.8,57.5,128,77.3
IOT0029,R0029,2026-07-29T07:00:00,44.8,1475,25.2,42.8,120,71.1
IOT0030,R0030,2026-07-29T07:00:00,49.6,854,21.0,48.5,144,74.8
IOT0031,R0031,2026-07-29T07:00:00,55.6,1432,22.4,55.3,90,74.0
IOT0032,R0032,2026-07-29T07:00:00,56.6,2277,24.2,51.4,134,77.7
IOT0033,R0033,2026-07-29T07:00:00,63.9,900,12.8,67.5,132,77.5
IOT0034,R0034,2026-07-29T07:00:00,57.5,730,43.2,60.9,124,69.0
IOT0035,R0035,2026-07-29T07:00:00,47.1,736,20.6,45.6,95,69.9
IOT0036,R0036,2026-07-29T07:00:00,56.5,1357,13.8,53.5,109,71.8
IOT0037,R0037,2026-07-29T07:00:00,61.6,1901,21.3,58.3,142,79.4
IOT0038,R0038,2026-07-29T07:00:00,46.5,568,22.2,46.8,117,64.2
IOT0039,R0039,2026-07-29T07:00:00,48.3,672,51.5,52.2,113,74.5
IOT0040,R0040,2026-07-29T07:00:00,58.7,2832,13.7,63.8,155,74.4
IOT0041,R0041,2026-07-29T07:00:00,48.6,732,19.8,47.9,116,67.7
IOT0042,R0042,2026-07-29T07:00:00,51.1,852,50.8,47.1,128,73.4
IOT0043,R0043,2026-07-29T07:00:00,57.9,1704,18.2,62.5,109,74.6
IOT0044,R0044,2026-07-29T07:00:00,58.9,1043,14.5,54.2,131,77.2
IOT0045,R0045,2026-07-29T07:00:00,49.9,653,14.3,48.4,130,75.5
IOT0046,R0046,2026-07-29T07:00:00,47.2,1029,40.9,45.3,146,76.8
IOT0047,R0047,2026-07-29T07:00:00,55.9,1707,19.2,53.7,105,80.7
IOT0048,R0048,2026-07-29T07:00:00,52.2,623,15.1,49.0,122,73.0
IOT0049,R0049,2026-07-29T07:00:00,59.1,2669,28.9,60.4,165,78.5
IOT0050,R0050,2026-07-29T07:00:00,56.4,1453,13.4,60.2,108,69.2
IOT0001,R0001,2026-07-29T08:00:00,91.5,1611,14.4,90.4,208,87.0
IOT0002,R0002,2026-07-29T08:00:00,83.0,1401,14.1,85.5,186,84.5
IOT0003,R0003,2026-07-29T08:00:00,98.0,4604,9.1,99.3,190,95.9
IOT0004,R0004,2026-07-29T08:00:00,86.3,2018,20.1,93.4,199,84.8
IOT0005,R0005,2026-07-29T08:00:00,81.2,1152,22.2,75.4,164,82.2
IOT0006,R0006,2026-07-29T08:00:00,100.0,1701,7.2,100.0,197,93.4
IOT0007,R0007,2026-07-29T08:00:00,82.9,1349,18.3,83.9,210,88.1
IOT0008,R0008,2026-07-29T08:00:00,87.5,907,18.6,79.7,226,86.6
IOT0009,R0009,2026-07-29T08:00:00,72.8,1921,25.9,76.9,199,82.4
IOT0010,R0010,2026-07-29T08:00:00,87.8,946,8.9,96.1,188,87.9
IOT0011,R0011,2026-07-29T08:00:00,88.9,3722,15.7,92.3,198,87.1
IOT0012,R0012,2026-07-29T08:00:00,87.8,1343,18.8,80.8,201,85.5
IOT0013,R0013,2026-07-29T08:00:00,75.8,869,25.7,73.2,141,81.3
IOT0014,R0014,2026-07-29T08:00:00,78.6,2023,15.4,82.0,173,83.6
IOT0015,R0015,2026-07-29T08:00:00,74.4,860,21.1,71.8,176,83.9
IOT0016,R0016,2026-07-29T08:00:00,73.6,1343,23.6,80.2,171,80.8
IOT0017,R0017,2026-07-29T08:00:00,76.2,1092,11.3,79.5,169,84.6
IOT0018,R0018,2026-07-29T08:00:00,99.2,5326,11.1,100.0,199,90.1
IOT0019,R0019,2026-07-29T08:00:00,73.7,1218,41.9,73.7,206,79.8
IOT0020,R0020,2026-07-29T08:00:00,90.6,1918,8.6,85.2,178,89.2
IOT0021,R0021,2026-07-29T08:00:00,75.8,1136,15.9,74.1,149,86.4
IOT0022,R0022,2026-07-29T08:00:00,96.7,1219,26.8,87.9,228,92.1
IOT0023,R0023,2026-07-29T08:00:00,99.9,1375,6.9,91.8,200,84.7
IOT0024,R0024,2026-07-29T08:00:00,81.5,1181,18.6,86.2,183,88.7
IOT0025,R0025,2026-07-29T08:00:00,87.7,1177,19.8,82.2,201,87.9
IOT0026,R0026,2026-07-29T08:00:00,82.5,1245,15.2,79.8,218,86.2
IOT0027,R0027,2026-07-29T08:00:00,87.8,1580,10.1,95.3,220,83.6
IOT0028,R0028,2026-07-29T08:00:00,89.8,1429,8.7,83.9,220,88.1
IOT0029,R0029,2026-07-29T08:00:00,99.5,3274,11.5,93.1,216,85.4
IOT0030,R0030,2026-07-29T08:00:00,75.6,1303,15.1,80.0,162,84.2
IOT0031,R0031,2026-07-29T08:00:00,84.4,2173,17.4,79.0,192,88.7
IOT0032,R0032,2026-07-29T08:00:00,94.1,3788,14.4,85.0,201,88.2
IOT0033,R0033,2026-07-29T08:00:00,76.4,1076,12.2,81.2,169,79.9
IOT0034,R0034,2026-07-29T08:00:00,85.3,1083,35.5,82.3,188,86.9
IOT0035,R0035,2026-07-29T08:00:00,100.0,1577,9.2,100.0,219,89.5
IOT0036,R0036,2026-07-29T08:00:00,82.3,1976,10.2,84.5,177,89.2
IOT0037,R0037,2026-07-29T08:00:00,96.6,2982,12.9,99.2,186,85.4
IOT0038,R0038,2026-07-29T08:00:00,78.2,956,16.2,72.7,162,84.5
IOT0039,R0039,2026-07-29T08:00:00,79.6,1107,38.5,81.6,170,77.4
IOT0040,R0040,2026-07-29T08:00:00,82.8,3997,10.6,82.8,181,82.2
IOT0041,R0041,2026-07-29T08:00:00,100.0,1560,8.6,94.8,239,88.5
IOT0042,R0042,2026-07-29T08:00:00,78.9,1316,39.9,85.4,201,83.3
IOT0043,R0043,2026-07-29T08:00:00,90.4,2662,11.0,84.9,199,87.5
IOT0044,R0044,2026-07-29T08:00:00,86.6,1533,10.2,94.0,217,87.5
IOT0045,R0045,2026-07-29T08:00:00,75.2,984,12.4,72.9,186,81.5
IOT0046,R0046,2026-07-29T08:00:00,84.7,1848,28.6,82.7,204,78.4
IOT0047,R0047,2026-07-29T08:00:00,100.0,3119,9.3,96.9,227,92.5
IOT0048,R0048,2026-07-29T08:00:00,93.9,1120,8.0,84.8,173,88.9
IOT0049,R0049,2026-07-29T08:00:00,81.2,3669,21.4,74.4,175,83.9
IOT0050,R0050,2026-07-29T08:00:00,96.7,2491,8.0,100.0,211,90.6
IOT0001,R0001,2026-07-29T09:00:00,100.0,1768,10.5,97.0,216,88.1
IOT0002,R0002,2026-07-29T09:00:00,85.3,1439,13.0,81.2,189,87.9
IOT0003,R0003,2026-07-29T09:00:00,97.3,4573,10.1,87.9,206,92.0
IOT0004,R0004,2026-07-29T09:00:00,88.5,2069,19.5,84.2,224,82.6
IOT0005,R0005,2026-07-29T09:00:00,100.0,1487,12.8,100.0,205,89.7
IOT0006,R0006,2026-07-29T09:00:00,83.2,1387,10.2,81.9,185,88.6
IOT0007,R0007,2026-07-29T09:00:00,89.0,1449,15.6,89.5,199,82.5
IOT0008,R0008,2026-07-29T09:00:00,100.0,1043,12.9,100.0,224,97.3
IOT0009,R0009,2026-07-29T09:00:00,85.9,2266,19.8,78.0,192,86.1
IOT0010,R0010,2026-07-29T09:00:00,87.7,945,9.4,79.2,181,89.6
IOT0011,R0011,2026-07-29T09:00:00,95.3,3993,13.8,97.5,196,85.1
IOT0012,R0012,2026-07-29T09:00:00,95.8,1466,15.8,95.5,204,84.9
IOT0013,R0013,2026-07-29T09:00:00,99.2,1138,13.7,90.2,220,89.6
IOT0014,R0014,2026-07-29T09:00:00,76.2,1960,16.6,80.7,185,83.4
IOT0015,R0015,2026-07-29T09:00:00,77.2,892,19.4,83.1,163,75.3
IOT0016,R0016,2026-07-29T09:00:00,89.9,1641,18.1,84.5,198,87.6
IOT0017,R0017,2026-07-29T09:00:00,99.8,1431,6.9,96.3,228,89.9
IOT0018,R0018,2026-07-29T09:00:00,100.0,5619,11.2,100.0,234,92.9
IOT0019,R0019,2026-07-29T09:00:00,88.7,1466,33.2,97.0,170,90.0
IOT0020,R0020,2026-07-29T09:00:00,78.7,1667,12.2,76.3,209,84.7
IOT0021,R0021,2026-07-29T09:00:00,78.2,1172,15.7,74.2,168,84.9
IOT0022,R0022,2026-07-29T09:00:00,100.0,1324,21.5,100.0,217,95.5
IOT0023,R0023,2026-07-29T09:00:00,94.5,1301,7.4,93.4,217,83.5
IOT0024,R0024,2026-07-29T09:00:00,93.0,1347,13.4,97.0,181,89.8
IOT0025,R0025,2026-07-29T09:00:00,100.0,1401,13.1,96.0,205,92.4
IOT0026,R0026,2026-07-29T09:00:00,80.2,1210,14.5,83.5,208,86.2
IOT0027,R0027,2026-07-29T09:00:00,91.6,1648,8.3,89.7,190,91.9
IOT0028,R0028,2026-07-29T09:00:00,87.0,1385,10.3,90.4,188,84.0
IOT0029,R0029,2026-07-29T09:00:00,100.0,3581,11.2,100.0,218,90.7
IOT0030,R0030,2026-07-29T09:00:00,100.0,1819,8.9,93.2,231,89.1
IOT0031,R0031,2026-07-29T09:00:00,100.0,2797,10.5,94.9,232,92.4
IOT0032,R0032,2026-07-29T09:00:00,99.9,4021,10.9,100.0,210,90.3
IOT0033,R0033,2026-07-29T09:00:00,77.2,1087,11.0,72.9,193,79.4
IOT0034,R0034,2026-07-29T09:00:00,80.4,1021,37.0,75.1,189,80.8
IOT0035,R0035,2026-07-29T09:00:00,90.1,1408,11.1,87.3,188,88.9
IOT0036,R0036,2026-07-29T09:00:00,76.3,1832,12.6,74.4,158,83.3
IOT0037,R0037,2026-07-29T09:00:00,90.3,2789,15.0,82.8,195,88.0
IOT0038,R0038,2026-07-29T09:00:00,88.9,1086,13.1,89.7,188,80.7
IOT0039,R0039,2026-07-29T09:00:00,87.1,1211,32.7,79.1,216,83.9
IOT0040,R0040,2026-07-29T09:00:00,100.0,5209,6.8,100.0,185,86.6
IOT0041,R0041,2026-07-29T09:00:00,85.2,1282,14.4,93.5,195,86.4
IOT0042,R0042,2026-07-29T09:00:00,95.2,1588,25.2,91.7,203,84.9
IOT0043,R0043,2026-07-29T09:00:00,89.4,2633,13.1,86.5,198,83.6
IOT0044,R0044,2026-07-29T09:00:00,95.1,1685,7.3,100.0,203,86.2
IOT0045,R0045,2026-07-29T09:00:00,90.5,1185,8.9,92.5,218,83.7
IOT0046,R0046,2026-07-29T09:00:00,86.5,1886,24.4,84.2,174,84.0
IOT0047,R0047,2026-07-29T09:00:00,100.0,3301,9.6,94.3,188,93.2
IOT0048,R0048,2026-07-29T09:00:00,94.9,1132,8.4,94.7,239,85.3
IOT0049,R0049,2026-07-29T09:00:00,100.0,4650,14.4,99.6,217,93.2
IOT0050,R0050,2026-07-29T09:00:00,81.3,2094,11.7,75.0,193,84.6
IOT0001,R0001,2026-07-29T10:00:00,67.0,1180,23.4,71.5,179,76.7
IOT0002,R0002,2026-07-29T10:00:00,79.6,1343,16.3,81.7,220,88.2
IOT0003,R0003,2026-07-29T10:00:00,74.5,3499,16.7,68.7,209,79.2
IOT0004,R0004,2026-07-29T10:00:00,64.7,1514,31.5,60.3,147,80.8
IOT0005,R0005,2026-07-29T10:00:00,73.4,1041,25.9,75.4,206,77.8
IOT0006,R0006,2026-07-29T10:00:00,74.6,1244,12.8,79.3,204,76.5
IOT0007,R0007,2026-07-29T10:00:00,86.4,1406,16.6,90.9,196,83.9
IOT0008,R0008,2026-07-29T10:00:00,80.6,836,21.1,80.9,220,85.1
IOT0009,R0009,2026-07-29T10:00:00,69.4,1831,27.0,64.7,161,79.2
IOT0010,R0010,2026-07-29T10:00:00,73.0,787,13.4,79.8,163,79.5
IOT0011,R0011,2026-07-29T10:00:00,69.3,2902,23.8,71.2,172,80.5
IOT0012,R0012,2026-07-29T10:00:00,66.1,1012,28.8,67.8,191,78.6
IOT0013,R0013,2026-07-29T10:00:00,60.5,694,32.0,65.4,164,81.2
IOT0014,R0014,2026-07-29T10:00:00,72.0,1853,18.7,73.6,179,82.9
IOT0015,R0015,2026-07-29T10:00:00,83.0,960,16.6,89.6,178,82.4
IOT0016,R0016,2026-07-29T10:00:00,83.1,1517,21.4,91.1,186,84.9
IOT0017,R0017,2026-07-29T10:00:00,70.1,1005,12.6,63.8,186,80.9
IOT0018,R0018,2026-07-29T10:00:00,70.7,3794,23.5,71.3,205,79.9
IOT0019,R0019,2026-07-29T10:00:00,85.8,1417,35.5,83.6,211,86.6
IOT0020,R0020,2026-07-29T10:00:00,69.5,1471,14.4,66.3,171,80.1
IOT0021,R0021,2026-07-29T10:00:00,72.0,1078,16.9,70.3,176,78.9
IOT0022,R0022,2026-07-29T10:00:00,78.4,988,37.4,77.4,195,85.8
IOT0023,R0023,2026-07-29T10:00:00,61.6,848,14.3,57.7,158,77.0
IOT0024,R0024,2026-07-29T10:00:00,69.6,1008,22.0,73.4,197,83.3
IOT0025,R0025,2026-07-29T10:00:00,68.7,922,26.3,71.2,197,77.0
IOT0026,R0026,2026-07-29T10:00:00,86.0,1297,13.0,94.6,229,88.4
IOT0027,R0027,2026-07-29T10:00:00,75.5,1358,13.2,73.2,184,77.1
IOT0028,R0028,2026-07-29T10:00:00,78.2,1245,12.0,71.1,163,82.8
IOT0029,R0029,2026-07-29T10:00:00,62.6,2061,26.0,58.6,138,79.4
IOT0030,R0030,2026-07-29T10:00:00,76.0,1309,16.8,82.8,178,81.2
IOT0031,R0031,2026-07-29T10:00:00,82.4,2123,16.6,81.1,211,84.8
IOT0032,R0032,2026-07-29T10:00:00,72.4,2915,20.7,73.5,178,83.1
IOT0033,R0033,2026-07-29T10:00:00,85.4,1202,9.4,86.5,222,84.7
IOT0034,R0034,2026-07-29T10:00:00,69.4,882,46.3,70.9,164,77.9
IOT0035,R0035,2026-07-29T10:00:00,63.6,993,19.3,62.3,153,77.2
IOT0036,R0036,2026-07-29T10:00:00,65.9,1583,14.2,60.3,190,78.2
IOT0037,R0037,2026-07-29T10:00:00,66.0,2038,23.5,68.0,186,76.6
IOT0038,R0038,2026-07-29T10:00:00,86.0,1051,14.1,85.9,208,83.7
IOT0039,R0039,2026-07-29T10:00:00,66.6,927,44.4,72.6,178,78.3
IOT0040,R0040,2026-07-29T10:00:00,67.3,3249,14.1,65.0,158,77.4
IOT0041,R0041,2026-07-29T10:00:00,82.9,1247,14.9,89.1,201,83.6
IOT0042,R0042,2026-07-29T10:00:00,78.4,1307,37.6,70.7,228,83.9
IOT0043,R0043,2026-07-29T10:00:00,78.8,2320,14.2,84.6,178,83.9
IOT0044,R0044,2026-07-29T10:00:00,68.9,1221,14.2,64.2,156,81.1
IOT0045,R0045,2026-07-29T10:00:00,68.3,894,14.5,71.3,185,79.7
IOT0046,R0046,2026-07-29T10:00:00,72.0,1571,36.0,69.3,193,74.9
IOT0047,R0047,2026-07-29T10:00:00,86.3,2637,12.6,88.3,178,90.9
IOT0048,R0048,2026-07-29T10:00:00,76.4,911,12.8,74.8,182,81.6
IOT0049,R0049,2026-07-29T10:00:00,80.1,3620,22.7,73.4,191,84.9
IOT0050,R0050,2026-07-29T10:00:00,72.8,1875,12.5,69.1,174,82.2
IOT0001,R0001,2026-07-29T11:00:00,72.2,1270,18.8,72.8,158,75.1
IOT0002,R0002,2026-07-29T11:00:00,59.0,996,17.4,56.8,159,75.4
IOT0003,R0003,2026-07-29T11:00:00,65.6,3083,15.6,69.3,131,79.5
IOT0004,R0004,2026-07-29T11:00:00,65.9,1542,23.6,65.7,159,81.4
IOT0005,R0005,2026-07-29T11:00:00,61.1,867,28.1,65.4,125,77.1
IOT0006,R0006,2026-07-29T11:00:00,75.6,1261,9.8,69.2,176,83.0
IOT0007,R0007,2026-07-29T11:00:00,78.2,1273,17.2,82.0,150,89.7
IOT0008,R0008,2026-07-29T11:00:00,74.0,767,22.5,80.2,149,74.7
IOT0009,R0009,2026-07-29T11:00:00,74.1,1955,21.2,71.1,138,78.6
IOT0010,R0010,2026-07-29T11:00:00,58.6,632,13.9,57.1,103,73.8
IOT0011,R0011,2026-07-29T11:00:00,68.8,2880,18.9,72.0,164,80.9
IOT0012,R0012,2026-07-29T11:00:00,61.1,935,27.1,55.6,171,79.5
IOT0013,R0013,2026-07-29T11:00:00,61.9,710,24.5,66.3,146,72.7
IOT0014,R0014,2026-07-29T11:00:00,79.9,2057,12.8,80.6,158,85.5
IOT0015,R0015,2026-07-29T11:00:00,60.5,699,22.7,60.7,135,79.9
IOT0016,R0016,2026-07-29T11:00:00,78.7,1436,20.0,85.1,158,82.8
IOT0017,R0017,2026-07-29T11:00:00,60.6,869,12.4,64.8,135,71.7
IOT0018,R0018,2026-07-29T11:00:00,61.2,3285,21.1,57.3,137,75.7
IOT0019,R0019,2026-07-29T11:00:00,81.6,1348,31.4,76.6,167,87.2
IOT0020,R0020,2026-07-29T11:00:00,75.7,1604,9.8,77.7,183,80.6
IOT0021,R0021,2026-07-29T11:00:00,64.7,969,17.0,64.9,152,77.2
IOT0022,R0022,2026-07-29T11:00:00,82.9,1045,28.9,89.9,151,84.0
IOT0023,R0023,2026-07-29T11:00:00,81.3,1119,8.6,86.2,162,79.5
IOT0024,R0024,2026-07-29T11:00:00,76.1,1102,18.1,72.2,156,77.2
IOT0025,R0025,2026-07-29T11:00:00,82.4,1106,17.0,88.3,167,88.4
IOT0026,R0026,2026-07-29T11:00:00,74.1,1118,14.6,77.4,155,83.3
IOT0027,R0027,2026-07-29T11:00:00,74.2,1335,11.5,76.4,119,83.7
IOT0028,R0028,2026-07-29T11:00:00,68.8,1096,10.9,66.2,141,81.6
IOT0029,R0029,2026-07-29T11:00:00,78.6,2589,16.9,71.9,139,76.5
IOT0030,R0030,2026-07-29T11:00:00,59.1,1019,17.9,60.1,70,72.3
IOT0031,R0031,2026-07-29T11:00:00,81.2,2092,15.9,87.3,179,78.7
IOT0032,R0032,2026-07-29T11:00:00,71.1,2860,17.5,64.6,148,81.5
IOT0033,R0033,2026-07-29T11:00:00,66.8,941,12.0,62.0,128,77.1
IOT0034,R0034,2026-07-29T11:00:00,75.0,952,35.9,78.0,153,84.0
IOT0035,R0035,2026-07-29T11:00:00,64.5,1008,16.2,69.4,146,79.2
IOT0036,R0036,2026-07-29T11:00:00,74.3,1785,9.9,81.0,150,82.5
IOT0037,R0037,2026-07-29T11:00:00,79.8,2463,17.0,82.7,153,83.4
IOT0038,R0038,2026-07-29T11:00:00,69.3,847,14.5,67.5,154,80.1
IOT0039,R0039,2026-07-29T11:00:00,78.5,1092,31.5,75.9,154,82.6
IOT0040,R0040,2026-07-29T11:00:00,79.0,3812,10.3,84.0,158,80.5
IOT0041,R0041,2026-07-29T11:00:00,71.7,1079,14.2,67.5,150,75.8
IOT0042,R0042,2026-07-29T11:00:00,80.8,1347,32.9,74.0,160,80.1
IOT0043,R0043,2026-07-29T11:00:00,59.0,1737,19.1,54.4,125,75.9
IOT0044,R0044,2026-07-29T11:00:00,66.4,1176,12.3,60.1,174,81.8
IOT0045,R0045,2026-07-29T11:00:00,76.9,1006,10.3,80.3,172,82.7
IOT0046,R0046,2026-07-29T11:00:00,62.5,1363,32.8,64.7,140,73.8
IOT0047,R0047,2026-07-29T11:00:00,72.6,2219,15.4,74.5,157,82.6
IOT0048,R0048,2026-07-29T11:00:00,59.0,704,13.7,60.9,146,77.4
IOT0049,R0049,2026-07-29T11:00:00,66.0,2984,23.9,71.2,124,73.6
IOT0050,R0050,2026-07-29T11:00:00,64.7,1666,11.6,71.1,139,77.8
IOT0001,R0001,2026-07-29T12:00:00,40.7,717,34.7,40.3,129,71.7
IOT0002,R0002,2026-07-29T12:00:00,35.4,597,27.7,34.9,114,64.7
IOT0003,R0003,2026-07-29T12:00:00,34.3,1614,29.5,36.4,152,62.9
IOT0004,R0004,2026-07-29T12:00:00,46.2,1080,38.5,47.7,130,69.1
IOT0005,R0005,2026-07-29T12:00:00,34.0,482,45.3,30.7,139,67.8
IOT0006,R0006,2026-07-29T12:00:00,41.3,688,20.8,42.3,139,73.0
IOT0007,R0007,2026-07-29T12:00:00,44.3,722,29.9,41.9,140,67.9
IOT0008,R0008,2026-07-29T12:00:00,44.6,462,37.2,47.4,143,65.6
IOT0009,R0009,2026-07-29T12:00:00,37.0,975,44.8,37.3,141,72.5
IOT0010,R0010,2026-07-29T12:00:00,40.7,439,19.1,41.2,144,69.1
IOT0011,R0011,2026-07-29T12:00:00,35.0,1466,34.2,35.8,118,65.0
IOT0012,R0012,2026-07-29T12:00:00,45.5,696,36.3,48.5,140,71.0
IOT0013,R0013,2026-07-29T12:00:00,43.2,496,39.1,39.5,156,73.9
IOT0014,R0014,2026-07-29T12:00:00,34.6,890,29.3,37.1,138,66.6
IOT0015,R0015,2026-07-29T12:00:00,34.7,401,36.7,34.3,118,65.7
IOT0016,R0016,2026-07-29T12:00:00,43.2,789,37.9,47.2,161,66.9
IOT0017,R0017,2026-07-29T12:00:00,38.2,548,22.2,41.2,126,67.8
IOT0018,R0018,2026-07-29T12:00:00,36.7,1970,34.2,34.5,139,68.4
IOT0019,R0019,2026-07-29T12:00:00,36.1,596,74.9,35.7,131,65.9
IOT0020,R0020,2026-07-29T12:00:00,45.2,958,17.9,48.1,148,70.5
IOT0021,R0021,2026-07-29T12:00:00,45.4,680,24.1,47.5,129,72.3
IOT0022,R0022,2026-07-29T12:00:00,38.9,490,73.0,42.2,127,73.5
IOT0023,R0023,2026-07-29T12:00:00,36.7,506,20.0,33.5,124,65.6
IOT0024,R0024,2026-07-29T12:00:00,33.8,490,34.1,32.5,136,70.5
IOT0025,R0025,2026-07-29T12:00:00,38.5,517,43.0,36.6,132,64.7
IOT0026,R0026,2026-07-29T12:00:00,34.3,518,29.3,34.4,138,65.9
IOT0027,R0027,2026-07-29T12:00:00,33.9,609,20.5,31.8,123,60.1
IOT0028,R0028,2026-07-29T12:00:00,44.2,703,18.9,40.5,147,70.1
IOT0029,R0029,2026-07-29T12:00:00,40.1,1321,34.6,43.9,140,69.2
IOT0030,R0030,2026-07-29T12:00:00,41.4,714,25.6,38.9,120,69.2
IOT0031,R0031,2026-07-29T12:00:00,39.0,1004,36.2,40.9,156,70.3
IOT0032,R0032,2026-07-29T12:00:00,44.3,1785,34.6,45.9,157,72.0
IOT0033,R0033,2026-07-29T12:00:00,42.3,596,20.3,44.4,116,70.4
IOT0034,R0034,2026-07-29T12:00:00,46.5,590,64.4,49.3,117,70.6
IOT0035,R0035,2026-07-29T12:00:00,43.9,685,24.3,41.0,147,70.9
IOT0036,R0036,2026-07-29T12:00:00,45.4,1091,18.7,49.1,125,73.1
IOT0037,R0037,2026-07-29T12:00:00,38.6,1192,33.9,40.8,139,66.3
IOT0038,R0038,2026-07-29T12:00:00,43.3,529,27.8,46.3,147,69.8
IOT0039,R0039,2026-07-29T12:00:00,34.9,486,75.4,37.6,114,64.3
IOT0040,R0040,2026-07-29T12:00:00,36.1,1743,19.7,33.2,170,63.1
IOT0041,R0041,2026-07-29T12:00:00,45.4,684,25.9,45.7,121,67.9
