incident_id,timestamp,corridor_id,emergency_type,num_junctions_total,num_junctions_cleared,corridor_length_km,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,preemption_success,background_congestion_index,emergency_vehicle_speed_kmph,response_time_sec,waiting_time_sec_other_traffic,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EMG305063,2025-08-06 15:14:13,Sarjapur_Rd,Ambulance,4,3,2.24,Weekday,False,Rain,True,12.9,False,True,0.484,47.1,180.0,85.1,0.183,0.423,0.9,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305064,2026-02-27 22:13:17,Old_Airport_Rd,Police Escort,5,4,1.85,Weekday,False,Clear,False,0.0,False,True,0.197,48.3,141.0,93.1,0.162,0.375,0.969,Police escort priority active - rolling signal clearance along corridor
EMG305065,2026-03-17 14:31:37,Hosur_Rd,Ambulance,2,1,1.37,Weekday,False,Clear,False,0.0,False,True,0.178,54.3,83.0,20.5,0.121,0.281,0.989,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305066,2025-07-24 22:44:53,South_Loop,Fire Truck,5,5,2.4,Weekday,False,Clear,False,0.0,False,True,0.16,47.1,184.9,107.0,0.211,0.488,0.954,Fire truck priority active - full corridor signal preemption engaged
EMG305067,2025-02-16 18:19:02,Old_Airport_Rd,Ambulance,5,4,3.49,Weekend,False,Clear,False,0.0,False,True,0.67,50.0,263.3,131.7,0.315,0.728,0.986,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305068,2025-08-09 19:45:24,Central_Loop,Ambulance,6,5,2.73,Weekend,False,Rain,True,23.2,False,False,0.855,28.0,582.2,153.5,0.295,0.682,0.826,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305069,2025-09-12 11:11:08,Central_Loop,Ambulance,6,6,2.88,Weekday,False,Clear,False,0.0,False,True,0.413,40.8,244.1,97.5,0.259,0.598,0.966,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305070,2026-06-12 08:18:27,Sarjapur_Rd,Fire Truck,4,4,2.43,Weekday,False,Clear,False,0.0,False,False,0.925,29.7,411.2,196.4,0.27,0.623,0.848,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305071,2025-01-11 23:48:54,Central_Loop,Ambulance,6,5,2.3,Weekend,False,Clear,False,0.0,False,True,0.074,42.7,201.3,103.4,0.201,0.464,0.943,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305072,2025-06-18 17:29:25,Tumkur_Rd,Fire Truck,3,3,1.73,Weekday,False,Heavy Rain,True,36.7,False,True,1.0,50.2,131.1,164.2,0.163,0.376,0.916,Fire truck priority active - full corridor signal preemption engaged
EMG305073,2025-05-31 22:16:13,Sarjapur_Rd,Police Escort,4,3,2.91,Weekend,False,Clear,False,0.0,False,True,0.157,46.4,230.5,50.0,0.253,0.584,0.974,Police escort priority active - rolling signal clearance along corridor
EMG305074,2025-12-09 19:50:12,Tumkur_Rd,Fire Truck,3,3,1.71,Weekday,False,Clear,False,0.0,False,True,0.778,53.5,115.5,156.0,0.148,0.341,0.941,Fire truck priority active - full corridor signal preemption engaged
EMG305075,2025-09-14 11:47:22,ORR_North,Fire Truck,4,3,2.6,Weekend,False,Clear,False,0.0,False,True,0.169,44.9,219.9,83.1,0.221,0.51,0.952,Fire truck priority active - full corridor signal preemption engaged
EMG305076,2025-12-07 18:11:21,South_Loop,Ambulance,5,4,3.39,Weekend,False,Clear,False,0.0,False,True,0.663,52.7,234.1,94.6,0.287,0.662,0.955,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305077,2026-01-11 13:21:15,Sarjapur_Rd,Police Escort,4,4,2.34,Weekend,False,Clear,False,0.0,False,True,0.181,52.5,160.1,91.6,0.192,0.445,0.954,Police escort priority active - rolling signal clearance along corridor
EMG305078,2026-05-05 13:49:14,ORR_East,Ambulance,4,4,1.93,Weekday,False,Clear,False,0.0,False,True,0.145,48.1,142.3,95.3,0.181,0.419,0.962,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305079,2025-08-01 19:08:31,South_Loop,Police Escort,5,4,2.61,Weekday,False,Heavy Rain,True,26.6,False,False,1.0,27.8,519.2,257.3,0.279,0.644,0.825,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305080,2026-03-16 08:39:33,Sarjapur_Rd,Police Escort,4,3,2.58,Weekday,False,Clear,False,0.0,False,True,0.917,44.8,213.7,153.7,0.223,0.515,0.973,Police escort priority active - rolling signal clearance along corridor
EMG305081,2026-01-21 11:47:32,Mysore_Rd,Ambulance,4,3,1.86,Weekday,False,Clear,False,0.0,False,True,0.248,37.4,176.1,60.5,0.171,0.394,0.943,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305082,2026-02-28 11:30:33,Old_Airport_Rd,Ambulance,5,4,3.82,Weekend,False,Clear,False,0.0,False,True,0.252,44.3,334.8,89.8,0.317,0.733,0.968,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305083,2025-10-26 12:55:22,Sarjapur_Rd,Ambulance,4,4,2.41,Weekend,False,Clear,False,0.0,False,True,0.172,42.7,201.6,106.1,0.203,0.469,0.967,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305084,2025-03-13 13:50:24,Sarjapur_Rd,Ambulance,4,4,2.14,Weekday,False,Clear,False,0.0,False,True,0.148,53.3,149.8,69.2,0.184,0.426,0.956,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305085,2025-08-26 18:44:10,Sarjapur_Rd,Ambulance,4,4,1.48,Weekday,False,Clear,False,0.0,False,True,0.946,46.5,118.1,160.6,0.15,0.347,0.952,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305086,2026-06-15 12:39:21,Central_Loop,Ambulance,6,5,3.26,Weekday,False,Fog,False,0.0,False,True,0.173,38.2,302.7,105.4,0.284,0.655,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305087,2026-04-04 16:23:52,Central_Loop,Ambulance,6,6,3.25,Weekend,False,Clear,False,0.0,False,True,0.321,43.8,259.7,175.9,0.283,0.654,0.944,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305088,2026-02-04 16:04:49,Tumkur_Rd,Ambulance,3,3,1.38,Weekday,False,Clear,False,0.0,False,True,0.371,47.3,104.9,84.9,0.116,0.269,0.974,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305089,2025-10-04 14:07:08,South_Loop,Ambulance,5,5,2.66,Weekend,False,Clear,False,0.0,False,True,0.124,43.7,219.9,80.1,0.237,0.547,0.955,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305090,2025-06-05 18:35:54,ORR_East,Fire Truck,4,4,1.93,Weekday,False,Clear,False,0.0,False,True,0.966,45.8,157.4,183.6,0.173,0.4,0.941,Fire truck priority active - full corridor signal preemption engaged
EMG305091,2025-01-25 06:44:55,ORR_North,Ambulance,4,4,2.33,Weekend,False,Clear,False,0.0,False,True,0.308,49.6,170.0,92.4,0.216,0.498,0.975,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305092,2026-03-21 19:16:14,Hosur_Rd,Ambulance,2,2,0.9,Weekend,False,Clear,False,0.0,False,True,0.662,48.2,66.1,83.0,0.08,0.186,0.955,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305093,2025-05-14 19:52:42,Tumkur_Rd,Police Escort,3,2,1.52,Weekday,False,Clear,False,0.0,False,True,0.756,42.7,126.9,133.3,0.14,0.324,0.978,Police escort priority active - rolling signal clearance along corridor
EMG305094,2025-04-01 18:18:01,Hosur_Rd,Ambulance,2,1,1.07,Weekday,False,Fog,False,0.0,False,True,0.944,40.4,93.4,84.4,0.083,0.193,0.962,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305095,2026-04-16 18:51:51,Old_Airport_Rd,Police Escort,5,4,3.03,Weekday,False,Clear,False,0.0,False,True,0.933,43.8,236.2,252.6,0.287,0.663,0.952,Police escort priority active - rolling signal clearance along corridor
EMG305096,2026-01-01 20:07:11,South_Loop,Ambulance,5,4,3.45,Weekday,True,Clear,False,0.0,False,True,0.852,50.0,271.9,109.3,0.305,0.705,0.884,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305097,2025-09-03 07:33:45,Old_Airport_Rd,Ambulance,5,4,2.54,Weekday,False,Clear,False,0.0,False,True,0.551,50.3,189.5,109.7,0.246,0.568,0.983,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305098,2025-06-18 18:28:53,Central_Loop,Police Escort,6,5,3.65,Weekday,False,Light Rain,True,3.4,False,True,1.0,44.5,295.4,271.9,0.339,0.783,0.908,Police escort priority active - rolling signal clearance along corridor
EMG305099,2025-09-18 12:10:29,ORR_East,Ambulance,4,4,1.98,Weekday,False,Rain,True,19.8,False,True,0.446,45.7,153.4,90.6,0.166,0.383,0.878,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305100,2025-03-24 08:50:49,Tumkur_Rd,Ambulance,3,2,0.98,Weekday,False,Clear,False,0.0,False,False,1.0,33.0,154.3,95.9,0.112,0.258,0.872,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305101,2026-05-18 17:22:54,ORR_North,Fire Truck,4,3,2.22,Weekday,False,Clear,False,0.0,False,True,0.838,45.5,178.2,148.3,0.204,0.471,0.952,Fire truck priority active - full corridor signal preemption engaged
EMG305102,2026-04-13 09:21:05,ORR_East,Ambulance,4,3,2.07,Weekday,False,Clear,False,0.0,False,True,0.925,37.7,199.5,145.4,0.183,0.423,0.985,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305103,2025-07-22 08:43:03,Central_Loop,Police Escort,6,6,2.48,Weekday,False,Clear,False,0.0,False,True,0.967,49.9,181.9,216.4,0.224,0.518,0.99,Police escort priority active - rolling signal clearance along corridor
EMG305104,2025-06-30 14:58:00,Central_Loop,Ambulance,6,5,3.07,Weekday,False,Light Rain,True,2.2,False,True,0.3,42.9,264.1,134.8,0.258,0.596,0.937,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305105,2026-05-01 14:50:50,Mysore_Rd,Fire Truck,4,4,2.69,Weekday,True,Clear,False,0.0,False,True,0.366,48.5,184.1,139.2,0.242,0.56,0.875,Fire truck priority active - full corridor signal preemption engaged
EMG305106,2025-03-06 11:16:20,Tumkur_Rd,Police Escort,3,2,1.53,Weekday,False,Clear,False,0.0,False,True,0.336,41.5,133.3,57.1,0.122,0.282,0.953,Police escort priority active - rolling signal clearance along corridor
EMG305107,2026-04-24 16:47:09,Sarjapur_Rd,Police Escort,4,4,1.94,Weekday,False,Clear,False,0.0,False,False,0.61,32.9,284.2,170.3,0.196,0.454,0.868,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305108,2025-04-04 19:48:18,Sarjapur_Rd,Ambulance,4,3,2.41,Weekday,False,Clear,False,0.0,False,True,0.735,50.5,181.7,117.6,0.224,0.518,0.967,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305109,2026-06-10 09:33:49,Central_Loop,Police Escort,6,5,3.92,Weekday,False,Heavy Rain,True,26.2,False,True,1.0,46.7,310.4,129.9,0.379,0.875,0.885,Police escort priority active - rolling signal clearance along corridor
EMG305110,2026-02-10 15:56:22,Hosur_Rd,Ambulance,2,1,1.12,Weekday,False,Clear,False,0.0,False,True,0.358,43.3,94.8,44.2,0.105,0.244,0.978,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305111,2025-10-05 07:15:51,Sarjapur_Rd,Ambulance,4,3,2.42,Weekend,False,Clear,False,0.0,False,True,0.441,44.6,182.7,82.8,0.219,0.505,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305112,2026-04-10 14:40:10,Hosur_Rd,Fire Truck,2,1,1.05,Weekday,False,Clear,False,0.0,False,True,0.159,59.5,57.8,30.3,0.089,0.206,0.953,Fire truck priority active - full corridor signal preemption engaged
EMG305113,2025-04-20 23:25:30,Hosur_Rd,Ambulance,2,1,0.98,Weekend,False,Clear,False,0.0,False,True,0.109,49.2,64.8,24.6,0.079,0.182,0.963,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305114,2026-01-11 12:54:06,Hosur_Rd,Police Escort,2,2,1.26,Weekend,False,Clear,False,0.0,False,True,0.092,48.6,90.4,34.4,0.083,0.192,0.958,Police escort priority active - rolling signal clearance along corridor
EMG305115,2026-05-15 22:19:13,Old_Airport_Rd,Ambulance,5,4,2.3,Weekday,False,Clear,False,0.0,False,True,0.191,43.1,188.0,81.8,0.208,0.48,0.96,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305116,2025-10-09 07:21:52,Mysore_Rd,Fire Truck,4,4,2.66,Weekday,False,Clear,False,0.0,False,True,0.539,40.9,235.3,101.0,0.229,0.529,0.974,Fire truck priority active - full corridor signal preemption engaged
EMG305117,2026-03-26 11:50:00,Mysore_Rd,Police Escort,4,4,2.62,Weekday,True,Fog,False,0.0,False,True,0.431,52.1,179.0,137.9,0.247,0.572,0.9,Police escort priority active - rolling signal clearance along corridor
EMG305118,2025-11-30 19:57:49,Sarjapur_Rd,Ambulance,4,4,1.37,Weekend,False,Light Rain,True,4.8,False,True,0.515,53.2,92.9,107.7,0.14,0.324,0.908,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305119,2025-08-27 08:30:45,South_Loop,Ambulance,5,4,2.98,Weekday,True,Rain,True,15.2,False,True,1.0,48.7,214.8,245.8,0.281,0.649,0.864,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305120,2025-05-09 23:24:35,Sarjapur_Rd,Fire Truck,4,4,2.26,Weekday,False,Clear,False,0.0,False,True,0.134,48.0,168.0,45.0,0.189,0.438,0.964,Fire truck priority active - full corridor signal preemption engaged
EMG305121,2025-11-27 18:32:53,Tumkur_Rd,Ambulance,3,3,1.9,Weekday,False,Clear,False,0.0,False,True,1.0,51.2,138.7,100.6,0.172,0.397,0.962,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305122,2025-09-27 19:07:14,Old_Airport_Rd,Ambulance,5,4,3.51,Weekend,False,Clear,False,0.0,False,True,0.689,53.3,238.7,133.3,0.308,0.712,0.961,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305123,2026-01-27 17:22:40,ORR_East,Ambulance,4,3,2.83,Weekday,True,Clear,False,0.0,False,False,1.0,29.7,477.5,148.8,0.316,0.729,0.801,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305124,2025-02-08 06:34:38,ORR_East,Fire Truck,4,4,2.06,Weekend,False,Clear,False,0.0,False,True,0.211,34.5,224.1,80.1,0.176,0.406,0.976,Fire truck priority active - full corridor signal preemption engaged
EMG305125,2025-08-06 17:11:23,ORR_East,Fire Truck,4,3,3.05,Weekday,False,Clear,False,0.0,False,True,0.784,43.7,262.5,143.1,0.287,0.664,0.967,Fire truck priority active - full corridor signal preemption engaged
EMG305126,2025-04-26 20:58:30,Sarjapur_Rd,Ambulance,4,4,2.38,Weekend,False,Clear,False,0.0,False,True,0.347,57.0,159.0,76.4,0.216,0.5,0.983,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305127,2026-06-01 18:57:18,ORR_East,Police Escort,4,4,1.83,Weekday,False,Clear,False,0.0,False,True,0.952,39.3,178.6,188.2,0.152,0.35,0.974,Police escort priority active - rolling signal clearance along corridor
EMG305128,2025-09-05 13:17:52,ORR_North,Ambulance,4,3,2.51,Weekday,True,Clear,False,0.0,False,True,0.378,51.3,193.0,102.6,0.22,0.508,0.884,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305129,2026-02-10 21:02:47,Mysore_Rd,Fire Truck,4,3,2.54,Weekday,False,Clear,False,0.0,False,True,0.39,48.2,200.7,84.1,0.207,0.478,0.96,Fire truck priority active - full corridor signal preemption engaged
EMG305130,2025-03-19 17:44:09,Old_Airport_Rd,Fire Truck,5,4,3.14,Weekday,False,Fog,False,0.0,False,False,0.848,27.0,631.6,210.6,0.332,0.767,0.885,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305131,2025-09-12 19:13:35,ORR_North,Ambulance,4,4,2.04,Weekday,False,Clear,False,0.0,False,True,0.88,47.9,153.5,167.5,0.176,0.407,0.966,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305132,2025-09-21 09:17:18,ORR_East,Ambulance,4,4,2.93,Weekend,False,Clear,False,0.0,False,True,0.756,37.4,287.8,164.6,0.275,0.635,0.976,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305133,2025-12-23 21:01:58,Tumkur_Rd,Police Escort,3,2,1.89,Weekday,False,Clear,False,0.0,False,True,0.407,38.9,176.1,77.7,0.158,0.365,0.948,Police escort priority active - rolling signal clearance along corridor
EMG305134,2025-07-18 18:07:07,South_Loop,Ambulance,5,4,1.81,Weekday,False,Fog,False,0.0,False,True,0.957,42.3,133.9,195.9,0.173,0.4,0.968,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305135,2025-04-28 07:06:08,South_Loop,Ambulance,5,4,2.77,Weekday,False,Clear,False,0.0,False,True,0.401,42.7,217.8,104.9,0.223,0.515,0.957,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305136,2025-08-25 19:59:24,Tumkur_Rd,Ambulance,3,2,1.32,Weekday,False,Rain,True,21.6,False,True,0.89,45.1,106.8,111.2,0.131,0.303,0.909,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305137,2025-12-21 20:31:29,ORR_North,Fire Truck,4,4,2.27,Weekend,False,Clear,False,0.0,False,True,0.373,48.9,163.6,94.2,0.192,0.443,0.974,Fire truck priority active - full corridor signal preemption engaged
EMG305138,2025-12-08 10:44:36,Old_Airport_Rd,Ambulance,5,4,2.71,Weekday,False,Clear,False,0.0,False,True,0.552,43.2,218.5,148.3,0.236,0.546,0.987,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305139,2025-06-24 23:50:13,Hosur_Rd,Ambulance,2,2,1.07,Weekday,False,Heavy Rain,True,27.0,False,True,0.401,46.2,84.0,68.1,0.09,0.207,0.907,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305140,2025-04-18 02:04:37,Tumkur_Rd,Ambulance,3,2,1.71,Weekday,False,Clear,False,0.0,False,True,0.213,41.3,160.8,46.6,0.161,0.371,0.968,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305141,2026-05-22 19:06:17,Old_Airport_Rd,Ambulance,5,5,3.05,Weekday,False,Clear,False,0.0,False,True,0.93,42.1,248.8,202.8,0.284,0.657,0.977,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305142,2026-02-26 11:09:09,Central_Loop,Fire Truck,6,5,3.36,Weekday,False,Clear,False,0.0,False,True,0.349,53.3,222.9,143.6,0.291,0.672,0.976,Fire truck priority active - full corridor signal preemption engaged
EMG305143,2025-04-20 18:43:29,ORR_East,Police Escort,4,3,2.17,Weekend,False,Clear,False,0.0,False,True,0.689,45.0,179.1,108.5,0.183,0.423,0.97,Police escort priority active - rolling signal clearance along corridor
EMG305144,2026-03-18 20:32:15,Hosur_Rd,Ambulance,2,1,1.13,Weekday,False,Clear,False,0.0,False,True,0.514,48.1,85.4,42.5,0.111,0.256,0.951,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305145,2026-05-14 17:16:59,ORR_East,Police Escort,4,3,2.23,Weekday,False,Rain,True,11.2,False,False,0.859,24.1,396.8,121.4,0.252,0.582,0.826,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305146,2025-11-03 08:33:01,Sarjapur_Rd,Fire Truck,4,4,2.24,Weekday,False,Rain,True,9.1,False,True,1.0,44.5,176.4,176.6,0.218,0.503,0.902,Fire truck priority active - full corridor signal preemption engaged
EMG305147,2025-12-23 20:10:19,ORR_East,Ambulance,4,3,2.35,Weekday,False,Light Rain,True,5.1,False,True,0.714,43.6,188.9,106.0,0.223,0.515,0.94,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305148,2025-08-01 13:32:52,ORR_North,Ambulance,4,4,2.85,Weekday,False,Rain,True,21.1,False,True,0.341,50.1,219.1,109.4,0.252,0.581,0.908,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305149,2026-01-26 13:42:51,Tumkur_Rd,Ambulance,3,3,2.23,Weekday,True,Clear,False,0.0,False,True,0.349,42.0,202.0,81.2,0.185,0.426,0.918,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305150,2026-06-22 00:28:25,Sarjapur_Rd,Ambulance,4,4,2.02,Weekday,False,Clear,False,0.0,False,True,0.094,48.5,143.0,38.7,0.177,0.409,0.974,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305151,2025-10-30 07:53:43,Central_Loop,Police Escort,6,6,3.58,Weekday,False,Clear,False,0.0,False,True,0.754,48.3,246.8,174.3,0.317,0.732,0.938,Police escort priority active - rolling signal clearance along corridor
EMG305152,2025-03-08 19:26:51,Hosur_Rd,Ambulance,2,2,1.52,Weekend,False,Clear,False,0.0,False,True,0.671,49.9,113.4,71.6,0.133,0.307,0.956,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305153,2025-11-18 09:51:25,Hosur_Rd,Ambulance,2,1,1.41,Weekday,False,Clear,False,0.0,False,True,0.81,43.6,110.1,74.0,0.113,0.262,0.964,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305154,2026-04-27 18:31:21,ORR_East,Ambulance,4,3,2.56,Weekday,False,Light Rain,True,0.7,False,True,0.987,41.8,223.0,172.9,0.223,0.516,0.925,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305155,2025-05-04 17:16:37,Hosur_Rd,Police Escort,2,1,1.57,Weekend,False,Clear,False,0.0,False,True,0.535,44.9,118.8,64.4,0.161,0.371,0.965,Police escort priority active - rolling signal clearance along corridor
EMG305156,2025-07-23 15:37:01,Tumkur_Rd,Ambulance,3,3,1.78,Weekday,False,Clear,False,0.0,False,True,0.367,51.4,120.7,100.9,0.153,0.354,0.954,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305157,2025-09-25 19:24:15,Hosur_Rd,Ambulance,2,1,1.33,Weekday,False,Clear,False,0.0,False,True,0.918,52.5,84.0,87.8,0.132,0.305,0.971,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305158,2026-06-20 09:22:34,South_Loop,Police Escort,5,5,2.77,Weekend,False,Rain,True,10.2,False,True,0.891,37.8,249.7,198.7,0.251,0.579,0.9,Police escort priority active - rolling signal clearance along corridor
EMG305159,2026-05-18 14:03:46,South_Loop,Police Escort,5,4,2.9,Weekday,False,Clear,False,0.0,False,False,0.089,40.4,368.1,39.5,0.256,0.592,0.88,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG305160,2025-06-23 21:11:44,Sarjapur_Rd,Ambulance,4,4,2.54,Weekday,False,Light Rain,True,4.9,False,True,0.474,50.4,177.3,123.6,0.233,0.537,0.925,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305161,2025-08-29 09:20:56,ORR_North,Fire Truck,4,4,2.07,Weekday,False,Clear,False,0.0,False,True,0.958,45.9,157.0,167.6,0.173,0.399,0.962,Fire truck priority active - full corridor signal preemption engaged
EMG305162,2025-10-15 15:23:43,Old_Airport_Rd,Ambulance,5,5,3.29,Weekday,False,Clear,False,0.0,False,True,0.242,43.0,276.5,117.8,0.277,0.64,0.973,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305163,2025-12-21 18:01:04,Tumkur_Rd,Police Escort,3,3,2.12,Weekend,False,Light Rain,True,2.1,False,True,0.819,48.6,167.9,123.9,0.196,0.452,0.916,Police escort priority active - rolling signal clearance along corridor
EMG305164,2025-02-03 12:21:32,Tumkur_Rd,Police Escort,3,2,1.59,Weekday,False,Light Rain,True,1.9,False,True,0.341,51.8,121.4,73.4,0.129,0.299,0.936,Police escort priority active - rolling signal clearance along corridor
EMG305165,2025-06-07 12:23:57,Old_Airport_Rd,Fire Truck,5,5,3.03,Weekend,False,Light Rain,True,5.3,False,True,0.233,45.8,232.3,54.6,0.256,0.59,0.908,Fire truck priority active - full corridor signal preemption engaged
EMG305166,2025-12-08 12:14:42,ORR_East,Ambulance,4,4,2.54,Weekday,False,Clear,False,0.0,False,True,0.222,46.3,205.1,53.7,0.214,0.495,0.963,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305167,2025-07-23 18:09:35,Old_Airport_Rd,Ambulance,5,5,2.33,Weekday,False,Heavy Rain,True,34.6,False,True,1.0,45.0,196.5,154.0,0.207,0.478,0.917,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305168,2025-04-22 16:38:46,Old_Airport_Rd,Ambulance,5,4,3.81,Weekday,False,Clear,False,0.0,False,True,0.658,44.0,295.9,185.6,0.34,0.786,0.941,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305169,2026-05-19 08:43:07,ORR_East,Fire Truck,4,3,2.22,Weekday,False,Clear,False,0.0,False,True,0.996,49.0,161.5,163.5,0.198,0.458,0.962,Fire truck priority active - full corridor signal preemption engaged
EMG305170,2025-09-01 16:09:40,Mysore_Rd,Fire Truck,4,4,2.55,Weekday,False,Fog,False,0.0,False,True,0.467,43.7,220.2,124.7,0.239,0.552,0.933,Fire truck priority active - full corridor signal preemption engaged
EMG305171,2025-02-04 19:34:14,Mysore_Rd,Police Escort,4,4,2.09,Weekday,False,Clear,False,0.0,False,True,0.886,40.8,189.3,190.5,0.169,0.391,0.952,Police escort priority active - rolling signal clearance along corridor
EMG305172,2025-01-11 21:30:52,ORR_East,Ambulance,4,3,1.9,Weekend,False,Clear,False,0.0,False,True,0.217,35.8,188.0,69.5,0.141,0.325,0.952,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305173,2025-03-18 23:47:39,South_Loop,Ambulance,5,5,2.92,Weekday,False,Clear,False,0.0,False,True,0.174,42.5,266.0,98.2,0.254,0.588,0.952,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305174,2025-11-17 19:14:34,Tumkur_Rd,Ambulance,3,2,1.72,Weekday,False,Fog,False,0.0,False,True,0.828,45.3,136.4,98.0,0.151,0.348,0.968,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305175,2026-06-14 11:10:08,Hosur_Rd,Ambulance,2,2,1.17,Weekend,False,Clear,False,0.0,False,True,0.207,40.8,105.8,44.9,0.088,0.204,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305176,2025-02-12 16:30:00,Sarjapur_Rd,Fire Truck,4,3,2.16,Weekday,False,Clear,False,0.0,False,True,0.544,46.2,175.5,97.3,0.185,0.427,0.984,Fire truck priority active - full corridor signal preemption engaged
EMG305177,2025-05-27 10:37:32,ORR_North,Ambulance,4,4,2.12,Weekday,False,Clear,False,0.0,False,True,0.552,56.1,148.7,82.8,0.174,0.401,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305178,2026-05-10 20:04:06,South_Loop,Ambulance,5,5,2.9,Weekend,False,Clear,False,0.0,False,True,0.485,47.4,231.8,164.1,0.263,0.607,0.969,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305179,2026-05-19 20:52:29,Mysore_Rd,Police Escort,4,4,2.26,Weekday,False,Fog,False,0.0,False,True,0.433,58.4,135.8,100.4,0.2,0.462,0.99,Police escort priority active - rolling signal clearance along corridor
EMG305180,2025-06-10 21:06:11,Hosur_Rd,Ambulance,2,2,1.5,Weekday,False,Heavy Rain,True,31.4,False,True,0.697,49.3,114.9,93.7,0.139,0.32,0.882,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG305181,2026-04-30 16:27:11,ORR_East,Police Escort,4,3,2.36,Weekday,False,Clear,False,0.0,False,True,0.589,43.9,187.7,118.3,0.215,0.496,0.955,Police escort priority active - rolling signal clearance along corridor
