vehicle_id,vehicle_type,gps_lat,gps_long,current_speed_kmph,lane,source,destination,priority_level,fuel_type
V000345,Car,13.010735,77.629327,37.2,3,J0009,J0025,Normal,Diesel
V000346,Bike,12.941871,77.641502,22.3,4,J0024,J0015,Normal,Petrol
V000347,Bike,12.939024,77.64119,28.4,1,J0008,J0010,Normal,Petrol
V000348,Car,12.970412,77.591478,33.2,2,J0015,J0028,High,Petrol
V000349,Bike,12.970769,77.640892,25.4,4,J0012,J0028,Normal,Petrol
V000350,Car,12.967988,77.553398,15.3,3,J0027,J0007,Normal,Diesel
V000351,Bike,12.95037,77.64564,15.7,3,J0011,J0023,Normal,Electric
V000352,Truck,13.016526,77.576178,17.4,4,J0027,J0004,Normal,CNG
V000353,Fire Truck,12.961785,77.65926,48.8,2,J0005,J0023,Emergency,Diesel
V000354,Bike,12.939713,77.610088,23.4,4,J0025,J0027,Normal,Petrol
V000355,Bike,12.980416,77.597757,34.5,1,J0014,J0013,Normal,Petrol
V000356,Bike,12.968807,77.640127,12.2,4,J0030,J0029,Normal,Petrol
V000357,Car,13.015351,77.593482,25.7,4,J0028,J0024,Normal,Diesel
V000358,Bike,12.993101,77.604832,32.0,4,J0026,J0018,Normal,Electric
V000359,Truck,13.00659,77.611643,31.7,2,J0027,J0010,Normal,Diesel
V000360,Truck,12.928521,77.657394,43.7,1,J0029,J0022,Normal,Diesel
V000361,Bike,12.926693,77.615008,39.5,2,J0001,J0004,High,Petrol
V000362,Car,12.979685,77.607287,14.6,3,J0007,J0023,High,Petrol
V000363,Ambulance,13.013882,77.642344,19.1,3,J0003,J0021,Emergency,Diesel
V000364,Car,12.965651,77.655903,43.6,3,J0006,J0002,Normal,CNG
V000365,Bike,12.974626,77.611853,28.8,1,J0021,J0003,Normal,Petrol
V000366,Car,12.919064,77.655419,19.2,1,J0008,J0017,Normal,Petrol
V000367,Car,13.006801,77.626682,47.0,4,J0028,J0014,Normal,Petrol
V000368,Car,12.957527,77.630501,40.5,3,J0026,J0004,Normal,Electric
V000369,Car,13.016377,77.592655,28.8,2,J0027,J0025,Normal,Petrol
V000370,Bike,12.908658,77.643352,48.8,2,J0021,J0006,Normal,Petrol
V000371,Car,12.888079,77.675568,29.4,2,J0020,J0022,Normal,Petrol
V000372,Car,12.941677,77.643241,30.0,3,J0004,J0019,Normal,Electric
V000373,Car,12.97666,77.616175,39.3,2,J0008,J0009,Normal,Diesel
V000374,Bike,12.974704,77.636671,27.2,1,J0010,J0025,High,Electric
V000375,Bike,12.965055,77.616307,37.2,2,J0007,J0017,Normal,Electric
V000376,Car,12.962975,77.576202,35.5,2,J0026,J0029,Normal,Diesel
V000377,Car,12.985851,77.620408,43.1,1,J0021,J0020,Normal,Electric
V000378,Ambulance,12.98189,77.612868,21.6,4,J0013,J0028,Emergency,Diesel
V000379,Bike,12.944373,77.637165,21.8,1,J0016,J0025,Normal,Petrol
V000380,Car,12.964605,77.577572,51.1,4,J0026,J0013,Normal,Petrol
V000381,Car,12.977094,77.601015,33.5,1,J0018,J0020,Normal,Petrol
V000382,Truck,12.968997,77.554559,35.6,4,J0026,J0005,Normal,Diesel
V000383,Bike,12.959617,77.657544,39.1,4,J0022,J0021,Normal,Electric
V000384,Bike,12.962215,77.576077,39.9,1,J0008,J0003,High,Petrol
V000385,Bike,12.969412,77.612568,31.0,2,J0022,J0024,Normal,Petrol
V000386,Bike,12.97164,77.63833,20.5,3,J0001,J0006,Normal,Petrol
V000387,Bike,12.96177,77.630518,31.2,3,J0009,J0006,Normal,Electric
V000388,Car,12.978844,77.568465,36.2,1,J0011,J0026,Normal,Petrol
V000389,Fire Truck,12.97958,77.60217,43.9,4,J0003,J0016,Emergency,Diesel
V000390,Car,12.975002,77.57049,19.7,1,J0006,J0012,Normal,Electric
V000391,Bike,13.009821,77.625387,26.5,1,J0008,J0024,Normal,Electric
V000392,Car,12.992438,77.672372,33.3,2,J0016,J0012,Normal,Petrol
V000393,Fire Truck,12.992949,77.67303,47.9,4,J0018,J0026,Emergency,Diesel
V000394,Car,12.959134,77.627596,23.5,3,J0011,J0009,Normal,Petrol
V000395,Bike,12.96402,77.574575,44.4,1,J0006,J0008,Normal,Electric
V000396,Car,12.928423,77.618786,42.1,3,J0028,J0010,Normal,Petrol
V000397,Truck,12.969069,77.587927,7.0,3,J0012,J0007,Normal,Diesel
V000398,Car,12.994334,77.595529,54.9,2,J0019,J0016,High,CNG
V000399,Truck,12.93737,77.612833,42.2,1,J0005,J0001,High,Diesel
V000400,Car,12.970327,77.64082,56.4,1,J0029,J0001,High,CNG
V000401,Car,12.942134,77.62021,39.6,2,J0024,J0010,Normal,Petrol
V000402,Fire Truck,12.9548,77.647255,34.8,1,J0023,J0009,Emergency,Diesel
V000403,Car,12.980673,77.64955,24.5,4,J0014,J0023,Normal,Electric
V000404,Car,12.997228,77.542986,29.2,4,J0017,J0005,Normal,Petrol
V000405,Bike,12.97442,77.610105,29.8,3,J0022,J0005,Normal,Electric
V000406,Ambulance,12.998158,77.624298,45.9,3,J0023,J0027,Emergency,Diesel
V000407,Car,12.993113,77.608381,22.2,1,J0007,J0005,Normal,Petrol
V000408,Car,12.926837,77.61608,29.8,3,J0011,J0014,Normal,Electric
V000409,Car,12.965955,77.614235,26.0,1,J0015,J0009,Normal,Petrol
V000410,Bike,12.998902,77.635023,31.2,3,J0023,J0020,Normal,Petrol
V000411,Bike,12.973386,77.684541,30.2,3,J0013,J0017,Normal,Petrol
V000412,Fire Truck,12.979427,77.570045,45.6,4,J0013,J0028,Emergency,Diesel
V000413,Truck,12.996774,77.542224,32.5,2,J0015,J0004,Normal,Diesel
V000414,Car,13.014512,77.589498,32.4,4,J0008,J0005,Normal,Petrol
V000415,Bike,12.964136,77.654471,15.6,1,J0003,J0019,Normal,Petrol
V000416,Car,12.964473,77.655663,25.1,3,J0015,J0026,Normal,Petrol
V000417,Ambulance,12.964055,77.574481,25.3,4,J0006,J0030,Emergency,Petrol
V000418,Car,12.976509,77.566576,34.8,3,J0013,J0022,Normal,Petrol
V000419,Car,13.009428,77.642063,38.3,2,J0015,J0029,Normal,Diesel
V000420,Truck,13.027083,77.618238,36.1,4,J0016,J0002,Normal,Diesel
V000421,Car,12.978642,77.650623,41.6,1,J0008,J0021,High,Electric
V000422,Bike,12.977795,77.68345,50.1,3,J0016,J0018,Normal,Electric
V000423,Truck,12.979927,77.572607,24.0,2,J0009,J0006,Normal,Diesel
V000424,Bike,13.013233,77.649227,44.4,3,J0002,J0026,High,Electric
V000425,Fire Truck,12.944662,77.645954,37.7,2,J0004,J0008,Emergency,Diesel
V000426,Bike,12.940871,77.619948,44.3,2,J0002,J0025,High,Petrol
V000427,Fire Truck,12.978314,77.569706,26.2,2,J0012,J0030,Emergency,Diesel
V000428,Bike,12.940741,77.616946,17.9,1,J0023,J0012,High,Petrol
V000429,Car,12.97566,77.572212,34.3,2,J0019,J0005,Normal,CNG
V000430,Bike,12.9885,77.617616,12.4,1,J0018,J0010,Normal,Petrol
V000431,Car,12.954093,77.585946,44.3,3,J0001,J0017,Normal,Electric
V000432,Car,12.978593,77.617962,19.9,3,J0011,J0023,Normal,Petrol
V000433,Car,12.995697,77.638816,24.9,3,J0030,J0005,Normal,Electric
V000434,Car,12.938707,77.642603,31.4,3,J0013,J0019,Normal,Petrol
V000435,Fire Truck,12.958007,77.628213,33.7,4,J0014,J0026,Emergency,Diesel
V000436,Car,13.032943,77.615883,17.9,3,J0023,J0029,High,Petrol
V000437,Bike,12.97824,77.583417,38.9,3,J0013,J0010,Normal,Petrol
V000438,Bike,12.967018,77.636294,34.1,1,J0019,J0013,Normal,Petrol
V000439,Car,12.908143,77.641395,44.1,4,J0008,J0021,Normal,Petrol
V000440,Bike,12.93322,77.612756,29.4,1,J0012,J0011,Normal,Electric
V000441,Bike,12.96349,77.63028,29.3,3,J0029,J0011,Normal,Petrol
V000442,Bike,12.973328,77.681901,26.5,1,J0009,J0026,Normal,Petrol
V000443,Bus,12.886622,77.682607,24.1,4,J0006,J0029,Normal,Diesel
V000444,Car,12.923366,77.659614,18.7,2,J0026,J0028,Normal,Petrol
V000445,Car,12.994646,77.673565,21.0,1,J0010,J0001,Normal,Petrol
V000446,Car,12.983856,77.570842,10.5,1,J0006,J0024,Normal,Petrol
V000447,Fire Truck,12.921981,77.664194,32.8,4,J0023,J0001,Emergency,Diesel
V000448,Car,12.978874,77.611669,31.0,2,J0006,J0002,Normal,Electric
V000449,Car,13.027541,77.616326,25.3,3,J0024,J0030,Normal,Diesel
V000450,Car,12.996337,77.546088,41.9,4,J0002,J0013,Normal,Petrol
V000451,Car,12.977058,77.611802,32.3,4,J0003,J0010,Normal,Petrol
V000452,Car,12.943529,77.652215,31.9,4,J0021,J0010,High,CNG
V000453,Car,12.997279,77.628235,31.7,1,J0016,J0029,Normal,Diesel
V000454,Car,12.992691,77.596359,40.2,4,J0029,J0013,Normal,Petrol
V000455,Bus,12.942772,77.629149,21.3,1,J0008,J0027,Normal,Diesel
V000456,Bike,12.995155,77.541609,24.9,4,J0003,J0022,Normal,CNG
V000457,Bike,13.034621,77.616562,28.6,4,J0002,J0027,Normal,CNG
V000458,Bike,12.921431,77.661219,33.3,3,J0019,J0029,Normal,Petrol
V000459,Bike,12.996326,77.632883,18.6,2,J0002,J0017,Normal,Petrol
V000460,Bike,12.97578,77.586742,26.6,2,J0006,J0007,Normal,Petrol
V000461,Car,13.010055,77.579508,29.9,2,J0014,J0007,High,CNG
V000462,Car,12.957696,77.63017,46.9,4,J0030,J0026,Normal,Diesel
V000463,Truck,13.013231,77.641795,25.9,1,J0017,J0015,High,Diesel
V000464,Bike,12.980861,77.65547,25.0,2,J0026,J0014,Normal,Petrol
V000465,Bike,12.939878,77.640739,32.4,1,J0004,J0030,Normal,Electric
V000466,Bike,12.977255,77.682885,39.9,4,J0029,J0014,Normal,Petrol
V000467,Bus,12.973765,77.584853,18.3,4,J0009,J0013,Normal,Diesel
V000468,Bike,12.931579,77.659144,25.8,4,J0023,J0008,Normal,Electric
V000469,Bike,12.97197,77.567311,22.2,3,J0011,J0027,Normal,Petrol
V000470,Truck,12.969905,77.636172,6.1,2,J0022,J0004,High,Diesel
V000471,Fire Truck,12.952214,77.626823,17.2,3,J0025,J0027,Emergency,Diesel
V000472,Car,12.965699,77.658685,33.8,4,J0003,J0007,Normal,CNG
V000473,Bike,12.99217,77.596722,27.8,2,J0027,J0002,Normal,Petrol
V000474,Bike,12.996064,77.628872,33.8,1,J0005,J0025,Normal,Petrol
V000475,Bike,12.951089,77.573947,27.7,4,J0027,J0002,Normal,Petrol
V000476,Car,12.955788,77.575158,22.7,4,J0009,J0012,Normal,Diesel
V000477,Car,12.975492,77.571512,18.3,4,J0008,J0012,Normal,Petrol
V000478,Bike,12.922754,77.661072,11.9,3,J0018,J0012,Normal,Electric
V000479,Bike,13.007269,77.578459,21.3,2,J0001,J0013,Normal,Electric
V000480,Bike,13.011627,77.578276,38.4,1,J0007,J0009,Normal,Electric
V000481,Fire Truck,13.014865,77.57871,53.6,2,J0001,J0016,Emergency,Diesel
V000482,Bike,12.973957,77.590108,21.9,3,J0008,J0009,Normal,Petrol
V000483,Bike,13.008895,77.647196,28.3,3,J0014,J0029,Normal,Petrol
V000484,Car,12.965515,77.617624,24.5,4,J0022,J0017,Normal,Diesel
V000485,Car,12.937875,77.63718,28.3,3,J0027,J0012,Normal,Petrol
V000486,Car,12.999316,77.608832,33.8,3,J0011,J0009,Normal,Petrol
V000487,Bike,12.96069,77.65847,14.5,2,J0010,J0007,Normal,Electric
V000488,Bike,12.979662,77.636966,18.3,2,J0013,J0022,Normal,Electric
V000489,Bike,13.003884,77.575126,39.9,4,J0009,J0030,Normal,Electric
V000490,Bike,12.969276,77.574748,35.2,2,J0027,J0007,Normal,Petrol
V000491,Bike,12.923933,77.660226,38.0,3,J0030,J0022,Normal,Electric
V000492,Bike,13.028539,77.614073,20.4,2,J0006,J0010,Normal,Electric
V000493,Bike,13.032045,77.617344,41.3,3,J0025,J0030,Normal,Petrol
V000494,Car,12.946476,77.588399,37.6,3,J0024,J0028,Normal,Petrol
V000495,Bike,12.933225,77.616694,21.6,1,J0028,J0004,Normal,Petrol
V000496,Car,13.010124,77.631326,41.3,3,J0028,J0022,Normal,Petrol
V000497,Bike,12.955343,77.642486,33.4,4,J0005,J0007,Normal,Petrol
V000498,Bike,12.978248,77.583337,38.7,2,J0025,J0003,Normal,Petrol
V000499,Car,12.955632,77.629797,21.6,2,J0009,J0007,Normal,Diesel
V000500,Car,12.944973,77.637674,12.3,4,J0025,J0003,Normal,Diesel
V000501,Car,12.926031,77.662336,29.8,2,J0013,J0001,Normal,CNG
V000502,Ambulance,13.006899,77.611205,29.2,2,J0025,J0027,Emergency,Diesel
V000503,Car,12.963274,77.628294,30.3,3,J0008,J0023,Normal,Petrol
V000504,Car,12.922353,77.659257,34.8,1,J0010,J0006,Normal,Petrol
V000505,Car,12.958653,77.62897,38.6,4,J0017,J0020,Normal,Electric
V000506,Fire Truck,12.932836,77.660774,43.7,3,J0029,J0016,Emergency,Diesel
V000507,Car,12.998971,77.623825,36.0,2,J0001,J0008,Normal,Petrol
V000508,Car,12.966732,77.68317,25.5,1,J0006,J0004,Normal,Petrol
V000509,Bike,13.014347,77.590277,31.1,1,J0018,J0020,Normal,Petrol
V000510,Bike,12.974196,77.569752,45.0,4,J0002,J0023,Normal,Petrol
V000511,Truck,12.924026,77.663259,39.5,1,J0023,J0005,Normal,Diesel
V000512,Bike,12.938586,77.640775,31.8,2,J0017,J0009,Normal,Petrol
V000513,Bike,12.969086,77.678076,25.9,1,J0024,J0020,Normal,Electric
V000514,Truck,12.978812,77.641349,23.5,2,J0007,J0025,Normal,Diesel
V000515,Car,12.945312,77.651589,20.0,2,J0002,J0018,Normal,Diesel
V000516,Truck,12.936941,77.606756,36.4,1,J0001,J0022,Normal,Diesel
V000517,Bike,12.961983,77.642724,20.2,1,J0003,J0025,Normal,Electric
V000518,Bike,12.928,77.61307,34.5,1,J0010,J0009,Normal,Electric
V000519,Bike,13.009735,77.577904,35.2,4,J0012,J0026,Normal,Electric
V000520,Car,12.941017,77.641525,28.3,2,J0029,J0002,Normal,Diesel
V000521,Car,12.976171,77.682777,34.2,3,J0029,J0015,High,CNG
V000522,Car,12.930524,77.653301,41.3,4,J0006,J0004,Normal,Petrol
V000523,Car,12.92529,77.657914,16.7,2,J0026,J0014,Normal,Petrol
V000524,Bike,12.96377,77.574715,40.6,4,J0028,J0006,Normal,Electric
V000525,Bike,12.975463,77.586032,22.4,1,J0020,J0013,Normal,Electric
V000526,Bike,12.961719,77.629438,29.8,4,J0029,J0005,Normal,Petrol
V000527,Car,12.992,77.67604,42.2,1,J0003,J0009,Normal,Diesel
V000528,Bike,13.01361,77.586826,33.9,2,J0024,J0019,Normal,CNG
V000529,Bike,12.931238,77.658936,26.3,1,J0017,J0023,Normal,Petrol
V000530,Bike,12.925245,77.661308,23.5,4,J0012,J0022,Normal,Petrol
V000531,Bike,12.906601,77.639878,16.6,2,J0002,J0001,Normal,Petrol
V000532,Bus,12.984945,77.616786,30.1,4,J0028,J0006,Normal,Diesel
V000533,Car,13.015681,77.648762,47.1,4,J0002,J0017,Normal,Petrol
V000534,Car,12.930526,77.615249,38.3,1,J0015,J0026,Normal,CNG
V000535,Bus,13.006412,77.62862,44.2,1,J0016,J0024,Normal,Diesel
V000536,Car,13.033612,77.616173,37.8,3,J0001,J0027,Normal,Electric
V000537,Bike,12.959368,77.655171,46.8,3,J0022,J0015,High,Electric
V000538,Bike,12.928061,77.612089,43.4,4,J0011,J0018,Normal,Petrol
V000539,Car,12.954507,77.632418,33.4,1,J0004,J0025,Normal,Petrol
V000540,Bike,13.003838,77.578395,10.3,1,J0018,J0017,Normal,Petrol
V000541,Car,12.977796,77.615981,37.1,4,J0027,J0023,Normal,Petrol
V000542,Bike,12.950957,77.571995,22.7,2,J0004,J0030,Normal,Petrol
V000543,Bike,12.994694,77.636991,27.7,1,J0011,J0004,Normal,Electric
V000544,Bike,12.921741,77.6547,45.7,4,J0004,J0025,Normal,Petrol
V000545,Ambulance,12.980142,77.617373,22.0,1,J0016,J0001,Emergency,Diesel
V000546,Bus,12.92327,77.653981,35.0,2,J0016,J0030,Normal,CNG
V000547,Car,12.976225,77.614093,31.0,3,J0004,J0013,Normal,Diesel
V000548,Car,12.981621,77.63748,30.0,3,J0030,J0023,Normal,Petrol
V000549,Car,13.005362,77.581172,41.1,4,J0015,J0026,Normal,Diesel
V000550,Bike,12.963208,77.680345,20.0,3,J0010,J0027,Normal,Petrol
V000551,Ambulance,12.975896,77.603271,7.8,3,J0007,J0020,Emergency,Diesel
V000552,Ambulance,12.974306,77.617427,40.8,2,J0023,J0021,Emergency,Diesel
V000553,Bike,13.012107,77.605095,28.7,4,J0023,J0004,Normal,Petrol
V000554,Ambulance,12.994549,77.633236,37.2,3,J0014,J0022,Emergency,Petrol
V000555,Bus,12.970449,77.58972,39.9,2,J0017,J0004,Normal,Diesel
V000556,Car,13.011405,77.649073,19.5,3,J0025,J0026,Normal,Diesel
V000557,Car,12.959977,77.572077,15.8,1,J0023,J0026,Normal,Petrol
V000558,Bus,12.905778,77.638414,43.6,2,J0028,J0022,Normal,CNG
V000559,Bike,12.936694,77.607632,30.0,3,J0017,J0026,Normal,Petrol
V000560,Car,12.983382,77.572649,43.5,3,J0013,J0014,High,Electric
V000561,Car,12.944534,77.613448,33.8,4,J0009,J0007,Normal,CNG
V000562,Bike,12.994865,77.635033,24.3,2,J0023,J0021,Normal,Electric
V000563,Fire Truck,13.005462,77.578252,36.4,1,J0015,J0006,Emergency,Diesel
V000564,Car,12.967893,77.680807,41.0,3,J0004,J0013,Normal,Diesel
V000565,Car,12.922068,77.657103,32.2,4,J0028,J0009,Normal,Diesel
V000566,Car,12.954734,77.64607,24.7,3,J0030,J0011,Normal,Diesel
V000567,Bike,12.974357,77.682118,21.5,2,J0003,J0026,Normal,Electric
V000568,Truck,12.968739,77.680599,24.0,4,J0006,J0014,Normal,Diesel
V000569,Car,12.969083,77.556959,35.2,3,J0022,J0011,Normal,Petrol
V000570,Bike,12.978696,77.651106,25.5,1,J0016,J0018,Normal,Petrol
V000571,Car,12.936817,77.610697,40.8,2,J0029,J0021,Normal,Electric
V000572,Bike,13.005456,77.609931,27.2,1,J0013,J0030,Normal,Petrol
V000573,Truck,13.007969,77.582674,27.7,3,J0001,J0030,Normal,Diesel
V000574,Truck,12.985866,77.619208,43.5,2,J0002,J0010,Normal,Diesel
V000575,Car,12.99957,77.545605,41.2,1,J0006,J0025,Normal,Diesel
V000576,Car,12.9795,77.59924,25.3,4,J0025,J0007,Normal,CNG
V000577,Car,12.965087,77.640642,32.7,1,J0029,J0024,Normal,CNG
V000578,Car,12.931731,77.614413,40.5,1,J0023,J0011,Normal,Petrol
V000579,Bike,13.028368,77.620254,24.7,3,J0003,J0019,Normal,Petrol
V000580,Bus,12.997663,77.623334,28.0,1,J0014,J0011,Normal,Diesel
V000581,Bike,12.904643,77.643465,48.6,1,J0003,J0025,Normal,Petrol
V000582,Car,12.969114,77.680486,21.3,3,J0004,J0010,Normal,Diesel
V000583,Car,12.95999,77.630236,31.2,4,J0013,J0027,Normal,Petrol
V000584,Car,12.945263,77.614122,36.5,3,J0013,J0026,Normal,Electric
V000585,Car,13.010888,77.57165,30.1,3,J0029,J0030,High,Electric
V000586,Car,13.031372,77.617321,41.9,4,J0005,J0004,Normal,Diesel
V000587,Ambulance,12.962052,77.618034,37.8,3,J0007,J0024,Emergency,Diesel
V000588,Bike,12.964184,77.683309,31.3,3,J0005,J0006,Normal,Petrol
V000589,Car,12.974301,77.56952,33.7,4,J0028,J0002,Normal,Diesel
V000590,Car,12.941074,77.643656,45.2,4,J0003,J0009,Normal,Electric
V000591,Car,12.941259,77.643709,10.8,1,J0021,J0008,Normal,Electric
V000592,Car,12.954799,77.626283,25.9,2,J0011,J0020,Normal,Diesel
V000593,Car,13.005417,77.606596,40.4,2,J0014,J0006,Normal,CNG
V000594,Bike,12.959028,77.655057,33.5,2,J0014,J0009,Normal,Petrol
V000595,Car,12.924145,77.662137,48.2,4,J0015,J0012,Normal,Diesel
V000596,Car,12.97719,77.642216,28.8,2,J0003,J0027,Normal,Electric
V000597,Car,12.962307,77.62562,36.0,1,J0029,J0021,Normal,Electric
V000598,Bike,12.978526,77.598673,27.8,4,J0001,J0027,Normal,Electric
V000599,Car,12.99124,77.676286,27.4,4,J0018,J0009,Normal,Diesel
V000600,Car,12.994246,77.628813,34.0,3,J0008,J0029,Normal,Petrol
V000601,Truck,12.975387,77.595334,40.7,2,J0013,J0012,Normal,Diesel
V000602,Bike,12.906417,77.638107,14.5,2,J0022,J0006,Normal,Petrol
V000603,Car,12.975589,77.573134,37.1,4,J0022,J0028,High,Electric
V000604,Car,12.943736,77.641068,33.8,3,J0016,J0008,Normal,Petrol
V000605,Bike,12.982152,77.65198,32.1,4,J0030,J0026,Normal,Electric
V000606,Bike,12.990729,77.673016,25.6,3,J0021,J0011,Normal,Electric
V000607,Car,12.9485,77.583337,43.1,4,J0019,J0006,Normal,Petrol
V000608,Bike,12.999478,77.603818,26.8,2,J0017,J0009,Normal,Petrol
V000609,Car,12.978958,77.686821,26.6,1,J0016,J0026,Normal,Diesel
V000610,Car,12.944709,77.652186,31.1,3,J0008,J0003,Normal,Petrol
V000611,Car,12.997324,77.598777,37.1,2,J0020,J0023,Normal,Petrol
V000612,Car,13.005609,77.633043,29.4,2,J0016,J0022,Normal,Diesel
V000613,Bike,12.892556,77.677363,18.6,2,J0001,J0008,Normal,Petrol
V000614,Truck,12.975601,77.567906,42.9,2,J0005,J0002,Normal,Diesel
V000615,Car,12.969391,77.56894,35.7,3,J0021,J0001,Normal,Electric
V000616,Car,12.97447,77.639234,50.4,2,J0016,J0028,Normal,CNG
V000617,Bike,12.917995,77.655828,36.0,3,J0027,J0025,Normal,Petrol
V000618,Bike,12.931331,77.612264,11.8,4,J0020,J0019,Normal,Petrol
V000619,Car,12.957027,77.572833,41.5,4,J0017,J0028,High,CNG
V000620,Bike,12.971455,77.583456,45.1,1,J0016,J0029,Normal,Electric
V000621,Truck,12.937937,77.642399,32.7,2,J0004,J0003,Normal,CNG
V000622,Truck,12.973656,77.586116,43.6,4,J0029,J0025,Normal,Diesel
V000623,Car,12.996873,77.674014,41.8,4,J0023,J0017,Normal,CNG
V000624,Car,12.919757,77.656872,37.0,1,J0026,J0024,High,Petrol
V000625,Car,13.015815,77.591025,25.5,3,J0008,J0030,Normal,Diesel
V000626,Truck,12.946972,77.632151,13.7,1,J0007,J0001,Normal,Diesel
V000627,Car,12.973598,77.590818,48.1,3,J0013,J0021,Normal,Petrol
V000628,Car,12.973829,77.609321,45.1,4,J0021,J0019,Normal,Diesel
V000629,Bike,13.013491,77.576767,25.5,4,J0013,J0025,Normal,Petrol
V000630,Truck,12.92654,77.661975,23.6,4,J0009,J0010,Normal,Diesel
V000631,Bike,12.942378,77.63765,28.4,2,J0004,J0024,Normal,Petrol
V000632,Truck,12.926994,77.65617,49.0,1,J0026,J0018,Normal,Diesel
V000633,Fire Truck,12.969984,77.587412,25.9,2,J0026,J0003,Emergency,Diesel
V000634,Bike,12.977606,77.593884,27.6,1,J0003,J0009,Normal,Petrol
V000635,Bike,12.997315,77.624362,13.9,1,J0020,J0021,Normal,Electric
V000636,Bike,12.974773,77.600205,27.2,3,J0016,J0015,Normal,Petrol
V000637,Bike,12.969106,77.68102,24.9,2,J0017,J0023,Normal,Petrol
V000638,Car,12.961993,77.654621,24.5,3,J0001,J0006,Normal,CNG
V000639,Car,12.993126,77.627054,30.4,1,J0013,J0019,Normal,CNG
V000640,Car,12.970745,77.593995,38.7,3,J0018,J0010,Normal,Petrol
V000641,Bike,12.950088,77.586269,38.8,4,J0020,J0007,Normal,Petrol
V000642,Car,12.893864,77.676163,32.2,3,J0017,J0004,Normal,Petrol
V000643,Car,12.96606,77.679732,24.9,3,J0009,J0029,Normal,Diesel
V000644,Fire Truck,12.97588,77.572717,16.9,2,J0016,J0025,Emergency,Diesel
V000645,Fire Truck,12.931975,77.619519,16.2,1,J0022,J0015,Emergency,Diesel
V000646,Car,12.983071,77.566879,41.0,2,J0021,J0026,High,CNG
V000647,Car,12.9751,77.679952,27.2,3,J0017,J0018,Normal,Petrol
V000648,Car,13.01442,77.577042,33.5,2,J0024,J0027,Normal,Petrol
V000649,Car,12.972269,77.569957,29.3,2,J0009,J0006,High,Diesel
V000650,Car,12.941154,77.616146,23.1,2,J0008,J0028,Normal,Petrol
V000651,Car,12.904616,77.639244,30.7,1,J0012,J0005,Normal,Electric
V000652,Bike,12.944839,77.642432,28.8,1,J0016,J0020,Normal,Electric
V000653,Car,13.009361,77.604758,21.1,3,J0016,J0029,High,Diesel
V000654,Fire Truck,12.967774,77.68375,46.1,2,J0009,J0013,Emergency,Diesel
V000655,Car,12.982578,77.64846,41.5,1,J0026,J0014,Normal,Diesel
V000656,Car,13.01681,77.572081,34.9,1,J0025,J0006,Normal,Diesel
V000657,Bus,12.963917,77.638451,20.6,1,J0001,J0022,Normal,Diesel
V000658,Bike,12.942192,77.632492,29.1,3,J0006,J0018,Normal,Petrol
V000659,Bike,12.992276,77.596807,22.5,4,J0006,J0016,Normal,Petrol
V000660,Car,12.995174,77.62795,32.9,2,J0009,J0015,Normal,Electric
V000661,Bike,13.000489,77.543967,37.7,4,J0024,J0009,Normal,Electric
V000662,Car,12.94557,77.614997,36.3,2,J0005,J0016,Normal,Petrol
V000663,Car,12.976688,77.602459,42.0,4,J0017,J0018,Normal,Petrol
V000664,Bike,12.975198,77.573865,21.3,2,J0002,J0013,Normal,Petrol
V000665,Bike,12.921487,77.661828,26.7,3,J0027,J0021,Normal,Petrol
V000666,Car,13.029863,77.617911,40.1,1,J0030,J0026,Normal,Petrol
V000667,Car,13.012586,77.572884,42.3,2,J0020,J0007,Normal,Electric
V000668,Car,13.008056,77.605818,43.3,4,J0022,J0017,Normal,Electric
V000669,Car,13.003,77.575162,28.9,2,J0015,J0021,High,Diesel
V000670,Ambulance,12.891088,77.680206,39.8,4,J0021,J0020,Emergency,Petrol
V000671,Car,12.945746,77.647809,26.4,3,J0011,J0008,Normal,Diesel
V000672,Bike,12.997846,77.626963,25.9,3,J0009,J0029,Normal,Electric
V000673,Truck,12.960021,77.628525,19.7,1,J0014,J0006,Normal,Diesel
V000674,Car,12.945338,77.629728,26.1,2,J0024,J0023,Normal,Petrol
V000675,Car,12.995708,77.610644,27.3,1,J0030,J0029,Normal,Petrol
V000676,Car,12.940502,77.63606,31.9,2,J0003,J0004,Normal,Petrol
V000677,Ambulance,12.977781,77.567053,31.1,2,J0010,J0008,Emergency,Diesel
V000678,Bus,12.980181,77.615785,28.3,1,J0005,J0017,Normal,Diesel
V000679,Car,13.005541,77.612324,37.6,3,J0028,J0016,Normal,Diesel
V000680,Car,12.966335,77.642182,29.0,4,J0018,J0006,Normal,Diesel
V000681,Bike,12.976491,77.569312,39.7,3,J0014,J0017,Normal,Electric
V000682,Truck,12.953829,77.583767,35.7,3,J0026,J0003,Normal,Diesel
V000683,Car,12.973195,77.58643,16.3,2,J0001,J0017,Normal,Petrol
V000684,Bus,12.973294,77.589531,20.7,4,J0023,J0030,Normal,Diesel
V000685,Bike,13.005288,77.577377,34.4,3,J0020,J0008,Normal,Petrol
V000686,Bike,12.974005,77.606779,33.0,4,J0013,J0008,Normal,Electric
V000687,Car,12.971996,77.598964,30.3,3,J0014,J0021,Normal,Petrol
V000688,Bike,13.012156,77.644075,23.3,2,J0014,J0007,Normal,Petrol
V000689,Car,12.928937,77.616889,21.3,4,J0020,J0015,Normal,Petrol
